image_path,identity_id,split
data/vggface2/test/n000129/0139_01.jpg,n000129,val
data/vggface2/test/n000129/0304_01.jpg,n000129,val
data/vggface2/test/n000129/0611_01.jpg,n000129,val
data/vggface2/test/n000129/0036_01.jpg,n000129,val
data/vggface2/test/n000129/0372_03.jpg,n000129,val
data/vggface2/test/n000129/0145_01.jpg,n000129,val
data/vggface2/test/n000129/0290_01.jpg,n000129,val
data/vggface2/test/n000129/0378_01.jpg,n000129,val
data/vggface2/test/n000129/0498_02.jpg,n000129,val
data/vggface2/test/n000129/0530_02.jpg,n000129,val
data/vggface2/test/n000129/0105_01.jpg,n000129,val
data/vggface2/test/n000129/0338_01.jpg,n000129,val
data/vggface2/test/n000129/0332_03.jpg,n000129,val
data/vggface2/test/n000129/0584_01.jpg,n000129,val
data/vggface2/test/n000129/0076_01.jpg,n000129,val
data/vggface2/test/n000129/0477_01.jpg,n000129,val
data/vggface2/test/n000129/0250_01.jpg,n000129,val
data/vggface2/test/n000129/0185_01.jpg,n000129,val
data/vggface2/test/n000129/0323_01.jpg,n000129,val
data/vggface2/test/n000129/0504_01.jpg,n000129,val
data/vggface2/test/n000129/0363_01.jpg,n000129,val
data/vggface2/test/n000129/0625_02.jpg,n000129,val
data/vggface2/test/n000129/0210_01.jpg,n000129,val
data/vggface2/test/n000129/0461_01.jpg,n000129,val
data/vggface2/test/n000129/0246_01.jpg,n000129,val
data/vggface2/test/n000129/0193_01.jpg,n000129,val
data/vggface2/test/n000129/0108_01.jpg,n000129,val
data/vggface2/test/n000129/0148_01.jpg,n000129,val
data/vggface2/test/n000129/0375_01.jpg,n000129,val
data/vggface2/test/n000129/0206_01.jpg,n000129,val
data/vggface2/test/n000129/0421_01.jpg,n000129,val
data/vggface2/test/n000129/0607_01.jpg,n000129,val
data/vggface2/test/n000129/0020_01.jpg,n000129,val
data/vggface2/test/n000129/0153_01.jpg,n000129,val
data/vggface2/test/n000129/0286_01.jpg,n000129,val
data/vggface2/test/n000129/0301_02.jpg,n000129,val
data/vggface2/test/n000129/0113_01.jpg,n000129,val
data/vggface2/test/n000129/0509_01.jpg,n000129,val
data/vggface2/test/n000129/0455_02.jpg,n000129,val
data/vggface2/test/n000129/0060_01.jpg,n000129,val
data/vggface2/test/n000129/0188_01.jpg,n000129,val
data/vggface2/test/n000129/0124_01.jpg,n000129,val
data/vggface2/test/n000129/0319_01.jpg,n000129,val
data/vggface2/test/n000129/0382_01.jpg,n000129,val
data/vggface2/test/n000129/0057_01.jpg,n000129,val
data/vggface2/test/n000129/0574_03.jpg,n000129,val
data/vggface2/test/n000129/0017_01.jpg,n000129,val
data/vggface2/test/n000129/0630_01.jpg,n000129,val
data/vggface2/test/n000129/0164_01.jpg,n000129,val
data/vggface2/test/n000129/0496_01.jpg,n000129,val
data/vggface2/test/n000129/0359_01.jpg,n000129,val
data/vggface2/test/n000129/0097_01.jpg,n000129,val
data/vggface2/test/n000129/0342_01.jpg,n000129,val
data/vggface2/test/n000129/0565_01.jpg,n000129,val
data/vggface2/test/n000129/0150_02.jpg,n000129,val
data/vggface2/test/n000129/0416_01.jpg,n000129,val
data/vggface2/test/n000129/0231_01.jpg,n000129,val
data/vggface2/test/n000129/0604_02.jpg,n000129,val
data/vggface2/test/n000129/0063_02.jpg,n000129,val
data/vggface2/test/n000129/0399_01.jpg,n000129,val
data/vggface2/test/n000129/0271_01.jpg,n000129,val
data/vggface2/test/n000129/0456_01.jpg,n000129,val
data/vggface2/test/n000129/0302_01.jpg,n000129,val
data/vggface2/test/n000129/0169_01.jpg,n000129,val
data/vggface2/test/n000129/0081_01.jpg,n000129,val
data/vggface2/test/n000129/0354_01.jpg,n000129,val
data/vggface2/test/n000129/0573_01.jpg,n000129,val
data/vggface2/test/n000129/0400_01.jpg,n000129,val
data/vggface2/test/n000129/0227_01.jpg,n000129,val
data/vggface2/test/n000129/0267_01.jpg,n000129,val
data/vggface2/test/n000129/0440_01.jpg,n000129,val
data/vggface2/test/n000129/0129_01.jpg,n000129,val
data/vggface2/test/n000129/0314_01.jpg,n000129,val
data/vggface2/test/n000129/0528_01.jpg,n000129,val
data/vggface2/test/n000129/0394_01.jpg,n000129,val
data/vggface2/test/n000129/0041_01.jpg,n000129,val
data/vggface2/test/n000129/0609_02.jpg,n000129,val
data/vggface2/test/n000129/0001_01.jpg,n000129,val
data/vggface2/test/n000129/0172_01.jpg,n000129,val
data/vggface2/test/n000129/0480_01.jpg,n000129,val
data/vggface2/test/n000129/0568_01.jpg,n000129,val
data/vggface2/test/n000129/0608_01.jpg,n000129,val
data/vggface2/test/n000129/0435_01.jpg,n000129,val
data/vggface2/test/n000129/0212_01.jpg,n000129,val
data/vggface2/test/n000129/0361_01.jpg,n000129,val
data/vggface2/test/n000129/0321_01.jpg,n000129,val
data/vggface2/test/n000129/0252_01.jpg,n000129,val
data/vggface2/test/n000129/0187_01.jpg,n000129,val
data/vggface2/test/n000129/0074_01.jpg,n000129,val
data/vggface2/test/n000129/0249_01.jpg,n000129,val
data/vggface2/test/n000129/0107_01.jpg,n000129,val
data/vggface2/test/n000129/0627_05.jpg,n000129,val
data/vggface2/test/n000129/0147_01.jpg,n000129,val
data/vggface2/test/n000129/0292_01.jpg,n000129,val
data/vggface2/test/n000129/0034_01.jpg,n000129,val
data/vggface2/test/n000129/0613_01.jpg,n000129,val
data/vggface2/test/n000129/0209_01.jpg,n000129,val
data/vggface2/test/n000129/0401_02.jpg,n000129,val
data/vggface2/test/n000129/0226_02.jpg,n000129,val
data/vggface2/test/n000129/0062_01.jpg,n000129,val
data/vggface2/test/n000129/0111_01.jpg,n000129,val
data/vggface2/test/n000129/0151_01.jpg,n000129,val
data/vggface2/test/n000129/0284_01.jpg,n000129,val
data/vggface2/test/n000129/0343_02.jpg,n000129,val
data/vggface2/test/n000129/0022_01.jpg,n000129,val
data/vggface2/test/n000129/0605_01.jpg,n000129,val
data/vggface2/test/n000129/0039_01.jpg,n000129,val
data/vggface2/test/n000129/0423_01.jpg,n000129,val
data/vggface2/test/n000129/0204_01.jpg,n000129,val
data/vggface2/test/n000129/0429_03.jpg,n000129,val
data/vggface2/test/n000129/0497_02.jpg,n000129,val
data/vggface2/test/n000129/0377_01.jpg,n000129,val
data/vggface2/test/n000129/0337_01.jpg,n000129,val
data/vggface2/test/n000129/0079_01.jpg,n000129,val
data/vggface2/test/n000129/0244_01.jpg,n000129,val
data/vggface2/test/n000129/0191_01.jpg,n000129,val
data/vggface2/test/n000129/0300_01.jpg,n000129,val
data/vggface2/test/n000129/0273_01.jpg,n000129,val
data/vggface2/test/n000129/0629_01.jpg,n000129,val
data/vggface2/test/n000129/0414_01.jpg,n000129,val
data/vggface2/test/n000129/0485_03.jpg,n000129,val
data/vggface2/test/n000129/0177_03.jpg,n000129,val
data/vggface2/test/n000129/0095_01.jpg,n000129,val
data/vggface2/test/n000129/0567_01.jpg,n000129,val
data/vggface2/test/n000129/0340_01.jpg,n000129,val
data/vggface2/test/n000129/0374_02.jpg,n000129,val
data/vggface2/test/n000129/0166_01.jpg,n000129,val
data/vggface2/test/n000129/0015_01.jpg,n000129,val
data/vggface2/test/n000129/0380_01.jpg,n000129,val
data/vggface2/test/n000129/0055_01.jpg,n000129,val
data/vggface2/test/n000129/0268_01.jpg,n000129,val
data/vggface2/test/n000129/0126_01.jpg,n000129,val
data/vggface2/test/n000129/0513_02.jpg,n000129,val
data/vggface2/test/n000129/0170_01.jpg,n000129,val
data/vggface2/test/n000129/0098_01.jpg,n000129,val
data/vggface2/test/n000129/0436_02.jpg,n000129,val
data/vggface2/test/n000129/0003_01.jpg,n000129,val
data/vggface2/test/n000129/0419_01.jpg,n000129,val
data/vggface2/test/n000129/0043_01.jpg,n000129,val
data/vggface2/test/n000129/0459_01.jpg,n000129,val
data/vggface2/test/n000129/0130_01.jpg,n000129,val
data/vggface2/test/n000129/0316_01.jpg,n000129,val
data/vggface2/test/n000129/0058_01.jpg,n000129,val
data/vggface2/test/n000129/0442_01.jpg,n000129,val
data/vggface2/test/n000129/0265_01.jpg,n000129,val
data/vggface2/test/n000129/0018_01.jpg,n000129,val
data/vggface2/test/n000129/0225_01.jpg,n000129,val
data/vggface2/test/n000129/0499_01.jpg,n000129,val
data/vggface2/test/n000129/0083_01.jpg,n000129,val
data/vggface2/test/n000129/0571_01.jpg,n000129,val
data/vggface2/test/n000129/0356_01.jpg,n000129,val
data/vggface2/test/n000129/0586_02.jpg,n000129,val
data/vggface2/test/n000129/0441_01.jpg,n000129,val
data/vggface2/test/n000129/0266_01.jpg,n000129,val
data/vggface2/test/n000129/0315_01.jpg,n000129,val
data/vggface2/test/n000129/0128_01.jpg,n000129,val
data/vggface2/test/n000129/0572_01.jpg,n000129,val
data/vggface2/test/n000129/0355_01.jpg,n000129,val
data/vggface2/test/n000129/0080_01.jpg,n000129,val
data/vggface2/test/n000129/0168_01.jpg,n000129,val
data/vggface2/test/n000129/0289_02.jpg,n000129,val
data/vggface2/test/n000129/0569_01.jpg,n000129,val
data/vggface2/test/n000129/0481_01.jpg,n000129,val
data/vggface2/test/n000129/0173_01.jpg,n000129,val
data/vggface2/test/n000129/0133_01.jpg,n000129,val
data/vggface2/test/n000129/0040_01.jpg,n000129,val
data/vggface2/test/n000129/0395_01.jpg,n000129,val
data/vggface2/test/n000129/0016_01.jpg,n000129,val
data/vggface2/test/n000129/0358_01.jpg,n000129,val
data/vggface2/test/n000129/0165_01.jpg,n000129,val
data/vggface2/test/n000129/0318_01.jpg,n000129,val
data/vggface2/test/n000129/0125_01.jpg,n000129,val
data/vggface2/test/n000129/0510_02.jpg,n000129,val
data/vggface2/test/n000129/0056_01.jpg,n000129,val
data/vggface2/test/n000129/0383_01.jpg,n000129,val
data/vggface2/test/n000129/0478_02.jpg,n000129,val
data/vggface2/test/n000129/0457_01.jpg,n000129,val
data/vggface2/test/n000129/0270_01.jpg,n000129,val
data/vggface2/test/n000129/0398_01.jpg,n000129,val
data/vggface2/test/n000129/0303_01.jpg,n000129,val
data/vggface2/test/n000129/0564_01.jpg,n000129,val
data/vggface2/test/n000129/0096_01.jpg,n000129,val
data/vggface2/test/n000129/0230_01.jpg,n000129,val
data/vggface2/test/n000129/0417_01.jpg,n000129,val
data/vggface2/test/n000129/0617_03.jpg,n000129,val
data/vggface2/test/n000129/0149_01.jpg,n000129,val
data/vggface2/test/n000129/0228_02.jpg,n000129,val
data/vggface2/test/n000129/0207_01.jpg,n000129,val
data/vggface2/test/n000129/0192_01.jpg,n000129,val
data/vggface2/test/n000129/0247_01.jpg,n000129,val
data/vggface2/test/n000129/0460_01.jpg,n000129,val
data/vggface2/test/n000129/0588_01.jpg,n000129,val
data/vggface2/test/n000129/0334_01.jpg,n000129,val
data/vggface2/test/n000129/0109_01.jpg,n000129,val
data/vggface2/test/n000129/0508_01.jpg,n000129,val
data/vggface2/test/n000129/0112_01.jpg,n000129,val
data/vggface2/test/n000129/0189_01.jpg,n000129,val
data/vggface2/test/n000129/0061_01.jpg,n000129,val
data/vggface2/test/n000129/0593_01.jpg,n000129,val
data/vggface2/test/n000129/0021_01.jpg,n000129,val
data/vggface2/test/n000129/0606_01.jpg,n000129,val
data/vggface2/test/n000129/0233_02.jpg,n000129,val
data/vggface2/test/n000129/0287_01.jpg,n000129,val
data/vggface2/test/n000129/0152_01.jpg,n000129,val
data/vggface2/test/n000129/0339_01.jpg,n000129,val
data/vggface2/test/n000129/0104_01.jpg,n000129,val
data/vggface2/test/n000129/0077_01.jpg,n000129,val
data/vggface2/test/n000129/0585_01.jpg,n000129,val
data/vggface2/test/n000129/0402_02.jpg,n000129,val
data/vggface2/test/n000129/0379_01.jpg,n000129,val
data/vggface2/test/n000129/0291_01.jpg,n000129,val
data/vggface2/test/n000129/0144_01.jpg,n000129,val
data/vggface2/test/n000129/0362_01.jpg,n000129,val
data/vggface2/test/n000129/0624_02.jpg,n000129,val
data/vggface2/test/n000129/0211_01.jpg,n000129,val
data/vggface2/test/n000129/0184_01.jpg,n000129,val
data/vggface2/test/n000129/0251_01.jpg,n000129,val
data/vggface2/test/n000129/0476_01.jpg,n000129,val
data/vggface2/test/n000129/0396_02.jpg,n000129,val
data/vggface2/test/n000129/0505_01.jpg,n000129,val
data/vggface2/test/n000129/0322_01.jpg,n000129,val
data/vggface2/test/n000129/0042_01.jpg,n000129,val
data/vggface2/test/n000129/0397_01.jpg,n000129,val
data/vggface2/test/n000129/0306_03.jpg,n000129,val
data/vggface2/test/n000129/0131_01.jpg,n000129,val
data/vggface2/test/n000129/0099_01.jpg,n000129,val
data/vggface2/test/n000129/0483_01.jpg,n000129,val
data/vggface2/test/n000129/0171_01.jpg,n000129,val
data/vggface2/test/n000129/0013_04.jpg,n000129,val
data/vggface2/test/n000129/0437_02.jpg,n000129,val
data/vggface2/test/n000129/0418_01.jpg,n000129,val
data/vggface2/test/n000129/0002_01.jpg,n000129,val
data/vggface2/test/n000129/0403_01.jpg,n000129,val
data/vggface2/test/n000129/0224_01.jpg,n000129,val
data/vggface2/test/n000129/0019_01.jpg,n000129,val
data/vggface2/test/n000129/0357_01.jpg,n000129,val
data/vggface2/test/n000129/0082_01.jpg,n000129,val
data/vggface2/test/n000129/0264_01.jpg,n000129,val
data/vggface2/test/n000129/0443_01.jpg,n000129,val
data/vggface2/test/n000129/0059_01.jpg,n000129,val
data/vggface2/test/n000129/0415_01.jpg,n000129,val
data/vggface2/test/n000129/0232_01.jpg,n000129,val
data/vggface2/test/n000129/0566_01.jpg,n000129,val
data/vggface2/test/n000129/0094_01.jpg,n000129,val
data/vggface2/test/n000129/0526_01.jpg,n000129,val
data/vggface2/test/n000129/0272_01.jpg,n000129,val
data/vggface2/test/n000129/0269_01.jpg,n000129,val
data/vggface2/test/n000129/0054_01.jpg,n000129,val
data/vggface2/test/n000129/0381_01.jpg,n000129,val
data/vggface2/test/n000129/0589_02.jpg,n000129,val
data/vggface2/test/n000129/0127_01.jpg,n000129,val
data/vggface2/test/n000129/0335_02.jpg,n000129,val
data/vggface2/test/n000129/0495_01.jpg,n000129,val
data/vggface2/test/n000129/0167_01.jpg,n000129,val
data/vggface2/test/n000129/0229_01.jpg,n000129,val
data/vggface2/test/n000129/0014_01.jpg,n000129,val
data/vggface2/test/n000129/0633_01.jpg,n000129,val
data/vggface2/test/n000129/0285_01.jpg,n000129,val
data/vggface2/test/n000129/0439_01.jpg,n000129,val
data/vggface2/test/n000129/0023_01.jpg,n000129,val
data/vggface2/test/n000129/0479_01.jpg,n000129,val
data/vggface2/test/n000129/0591_01.jpg,n000129,val
data/vggface2/test/n000129/0110_01.jpg,n000129,val
data/vggface2/test/n000129/0336_01.jpg,n000129,val
data/vggface2/test/n000129/0511_01.jpg,n000129,val
data/vggface2/test/n000129/0190_01.jpg,n000129,val
data/vggface2/test/n000129/0245_01.jpg,n000129,val
data/vggface2/test/n000129/0078_01.jpg,n000129,val
data/vggface2/test/n000129/0671_10.jpg,n000129,val
data/vggface2/test/n000129/0205_01.jpg,n000129,val
data/vggface2/test/n000129/0422_01.jpg,n000129,val
data/vggface2/test/n000129/0038_01.jpg,n000129,val
data/vggface2/test/n000129/0376_01.jpg,n000129,val
data/vggface2/test/n000129/0320_01.jpg,n000129,val
data/vggface2/test/n000129/0507_01.jpg,n000129,val
data/vggface2/test/n000129/0132_02.jpg,n000129,val
data/vggface2/test/n000129/0186_01.jpg,n000129,val
data/vggface2/test/n000129/0474_01.jpg,n000129,val
data/vggface2/test/n000129/0253_01.jpg,n000129,val
data/vggface2/test/n000129/0213_01.jpg,n000129,val
data/vggface2/test/n000129/0434_01.jpg,n000129,val
data/vggface2/test/n000129/0360_01.jpg,n000129,val
data/vggface2/test/n000129/0288_01.jpg,n000129,val
data/vggface2/test/n000129/0293_01.jpg,n000129,val
data/vggface2/test/n000129/0146_01.jpg,n000129,val
data/vggface2/test/n000129/0208_01.jpg,n000129,val
data/vggface2/test/n000129/0612_01.jpg,n000129,val
data/vggface2/test/n000129/0035_01.jpg,n000129,val
data/vggface2/test/n000129/0248_01.jpg,n000129,val
data/vggface2/test/n000129/0075_01.jpg,n000129,val
data/vggface2/test/n000129/0587_01.jpg,n000129,val
data/vggface2/test/n000129/0465_03.jpg,n000129,val
data/vggface2/test/n000129/0106_01.jpg,n000129,val
data/vggface2/test/n000129/0234_01.jpg,n000129,val
data/vggface2/test/n000129/0009_01.jpg,n000129,val
data/vggface2/test/n000129/0037_07.jpg,n000129,val
data/vggface2/test/n000129/0092_01.jpg,n000129,val
data/vggface2/test/n000129/0560_01.jpg,n000129,val
data/vggface2/test/n000129/0347_01.jpg,n000129,val
data/vggface2/test/n000129/0488_01.jpg,n000129,val
data/vggface2/test/n000129/0307_01.jpg,n000129,val
data/vggface2/test/n000129/0520_01.jpg,n000129,val
data/vggface2/test/n000129/0453_01.jpg,n000129,val
data/vggface2/test/n000129/0274_01.jpg,n000129,val
data/vggface2/test/n000129/0049_01.jpg,n000129,val
data/vggface2/test/n000129/0240_02.jpg,n000129,val
data/vggface2/test/n000129/0387_01.jpg,n000129,val
data/vggface2/test/n000129/0052_01.jpg,n000129,val
data/vggface2/test/n000129/0121_01.jpg,n000129,val
data/vggface2/test/n000129/0089_01.jpg,n000129,val
data/vggface2/test/n000129/0161_01.jpg,n000129,val
data/vggface2/test/n000129/0493_01.jpg,n000129,val
data/vggface2/test/n000129/0408_01.jpg,n000129,val
data/vggface2/test/n000129/0012_01.jpg,n000129,val
data/vggface2/test/n000129/0279_01.jpg,n000129,val
data/vggface2/test/n000129/0044_01.jpg,n000129,val
data/vggface2/test/n000129/0325_02.jpg,n000129,val
data/vggface2/test/n000129/0502_02.jpg,n000129,val
data/vggface2/test/n000129/0454_03.jpg,n000129,val
data/vggface2/test/n000129/0137_01.jpg,n000129,val
data/vggface2/test/n000129/0494_04.jpg,n000129,val
data/vggface2/test/n000129/0239_01.jpg,n000129,val
data/vggface2/test/n000129/0623_01.jpg,n000129,val
data/vggface2/test/n000129/0004_01.jpg,n000129,val
data/vggface2/test/n000129/0222_01.jpg,n000129,val
data/vggface2/test/n000129/0405_01.jpg,n000129,val
data/vggface2/test/n000129/0084_01.jpg,n000129,val
data/vggface2/test/n000129/0576_01.jpg,n000129,val
data/vggface2/test/n000129/0351_01.jpg,n000129,val
data/vggface2/test/n000129/0311_01.jpg,n000129,val
data/vggface2/test/n000129/0445_01.jpg,n000129,val
data/vggface2/test/n000129/0262_01.jpg,n000129,val
data/vggface2/test/n000129/0326_01.jpg,n000129,val
data/vggface2/test/n000129/0255_01.jpg,n000129,val
data/vggface2/test/n000129/0472_01.jpg,n000129,val
data/vggface2/test/n000129/0180_01.jpg,n000129,val
data/vggface2/test/n000129/0068_01.jpg,n000129,val
data/vggface2/test/n000129/0215_01.jpg,n000129,val
data/vggface2/test/n000129/0028_01.jpg,n000129,val
data/vggface2/test/n000129/0366_01.jpg,n000129,val
data/vggface2/test/n000129/0575_02.jpg,n000129,val
data/vggface2/test/n000129/0087_02.jpg,n000129,val
data/vggface2/test/n000129/0140_01.jpg,n000129,val
